task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,Forbes,0.8511041009463722,LR,,38.527491428937275
Regression,Forbes,0.8511041009463722,LR,,38.70110646178438
Regression,Forbes,0.8511041009463722,LR,,39.46284721018143
Regression,Forbes,0.8511041009463722,LR,,38.68615590020402
Regression,Forbes,0.8511041009463722,LR,,38.18975627084225
Regression,Forbes,0.8511041009463722,LR,,38.9123233747945
Regression,Forbes,0.8511041009463722,LR,,39.03703048702977
Regression,Forbes,0.8511041009463722,LR,,39.4850987695653
Regression,Forbes,0.8511041009463722,LR,,39.49520020850397
Regression,Forbes,0.8511041009463722,LR,,38.53085553665949
Regression,Forbes,0.8511041009463722,KNN,K=3,39.46090726138203
Regression,Forbes,0.8511041009463722,KNN,K=3,39.45501222641479
Regression,Forbes,0.8511041009463722,KNN,K=3,39.188836759663154
Regression,Forbes,0.8511041009463722,KNN,K=3,39.5593150353072
Regression,Forbes,0.8511041009463722,KNN,K=3,39.7988916904013
Regression,Forbes,0.8511041009463722,KNN,K=3,39.003884026693825
Regression,Forbes,0.8511041009463722,KNN,K=3,39.16197049223684
Regression,Forbes,0.8511041009463722,KNN,K=3,40.35000167042274
Regression,Forbes,0.8511041009463722,KNN,K=3,39.69091512559001
Regression,Forbes,0.8511041009463722,KNN,K=3,39.54334087863947
Regression,Forbes,0.8511041009463722,M5,,53.070823220579165
Regression,Forbes,0.8511041009463722,M5,,52.27579159571943
Regression,Forbes,0.8511041009463722,M5,,55.32365547318064
Regression,Forbes,0.8511041009463722,M5,,55.40445226828022
Regression,Forbes,0.8511041009463722,M5,,53.19143004402691
Regression,Forbes,0.8511041009463722,M5,,53.81874219749538
Regression,Forbes,0.8511041009463722,M5,,53.26589993698143
Regression,Forbes,0.8511041009463722,M5,,59.707253939662955
Regression,Forbes,0.8511041009463722,M5,,55.027999379337
Regression,Forbes,0.8511041009463722,M5,,57.4689705163902
