task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.242105263157895,0.145844218364727
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.368421052631579,0.023734495644952
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,-0.105263157894737,0.542422144891093
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.231578947368421,0.164976406363605
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.336842105263158,0.039762136700688
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.494736842105263,0.001839701225397
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.242105263157895,0.145844218364727
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.515789473684211,0.001099522205433
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.305263157894737,0.063807884534182
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.2,0.233266557107126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.694736842105263,3.318592792e-06
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.273684210526316,0.098330218734756
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.578947368421053,0.000195316148243
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.305263157894737,0.063807884534182
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.178947368421053,0.288378196376409
