task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,AAUP,0.9875,LR,,73.70131250936709
Regression,AAUP,0.9875,LR,,76.0459146385458
Regression,AAUP,0.9875,LR,,76.70218712771234
Regression,AAUP,0.9875,LR,,74.64553840613367
Regression,AAUP,0.9875,LR,,73.55833215603934
Regression,AAUP,0.9875,LR,,74.5231104650964
Regression,AAUP,0.9875,LR,,75.94981581453423
Regression,AAUP,0.9875,LR,,77.05739454654586
Regression,AAUP,0.9875,LR,,73.31464031161572
Regression,AAUP,0.9875,LR,,76.61341430932542
Regression,AAUP,0.9875,KNN,K=3,75.06670001217692
Regression,AAUP,0.9875,KNN,K=3,75.68527167374044
Regression,AAUP,0.9875,KNN,K=3,75.60926845716038
Regression,AAUP,0.9875,KNN,K=3,75.88758134628566
Regression,AAUP,0.9875,KNN,K=3,74.46702335164582
Regression,AAUP,0.9875,KNN,K=3,75.32973321537683
Regression,AAUP,0.9875,KNN,K=3,76.17540347946426
Regression,AAUP,0.9875,KNN,K=3,74.68769313906921
Regression,AAUP,0.9875,KNN,K=3,75.9971807317122
Regression,AAUP,0.9875,KNN,K=3,75.51729821270156
Regression,AAUP,0.9875,M5,,96.81610810229158
Regression,AAUP,0.9875,M5,,101.40920180232965
Regression,AAUP,0.9875,M5,,95.52952968994184
Regression,AAUP,0.9875,M5,,97.78724421410442
Regression,AAUP,0.9875,M5,,98.2670442186943
Regression,AAUP,0.9875,M5,,94.76654738529001
Regression,AAUP,0.9875,M5,,91.56013385423171
Regression,AAUP,0.9875,M5,,93.89602244011166
Regression,AAUP,0.9875,M5,,101.26860564406893
Regression,AAUP,0.9875,M5,,96.45948332143517
