task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,-0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,-0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.48421052631579,0.002354944301336
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,-0.231578947368421,0.164976406363605
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.157894736842105,0.351394858173279
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.326315789473684,0.046768936749895
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,-0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.347368421052632,0.033643947242161
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.378947368421053,0.019784403106244
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.4,0.013532373706902
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.31578947368421,0.054753545747263
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.536842105263158,0.000638160515783
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.28421052631579,0.085501715237152
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,-0.063157894736842,0.724636220527281
