test_name task_name gold_standard_file coverage model model_configuration metric score_value
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9179999999999999 SVM C=1000 accuracy 0.6389457115704442
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 NB - accuracy 0.5768233618233616
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 KNN K=3 accuracy 0.5484330484330482
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 C45 - accuracy 0.534985754985755
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.001 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.01 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.1 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=1.0 accuracy 0.5786609686609686
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=10.0 accuracy 0.6203988603988606
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=100 accuracy 0.5599715099715098
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=1000 accuracy 0.5220797720797721
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 NB - accuracy 0.5763509494394875
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 KNN K=3 accuracy 0.5827396476778771
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 C45 - accuracy 0.5320212765957446
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.001 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.01 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.1 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=1.0 accuracy 0.6697895218485473
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=10.0 accuracy 0.6590803019903911
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=100 accuracy 0.6302825440402653
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=1000 accuracy 0.5919755204758637
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 NB - accuracy 0.4801862132778164
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 KNN K=3 accuracy 0.5575144575526256
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 C45 - accuracy 0.5083096229470274
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.001 accuracy 0.488196854036549
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.01 accuracy 0.488196854036549
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.1 accuracy 0.5852024057367571
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=1.0 accuracy 0.610825815405968
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=10.0 accuracy 0.5767036780013879
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=100 accuracy 0.532826162387231
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=1000 accuracy 0.5112803608605136
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 NB - accuracy 0.36827025313368766
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 KNN K=3 accuracy 0.5871555382139199
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 C45 - accuracy 0.4622060186314198
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=0.001 accuracy 0.49555723552650843
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=0.01 accuracy 0.49555723552650843
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=0.1 accuracy 0.49555723552650843
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=1.0 accuracy 0.6439277178949421
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=10.0 accuracy 0.6372735697215042
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=100 accuracy 0.5928493391211044
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=1000 accuracy 0.554390089255231
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 NB - accuracy 0.5438457376922485
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 KNN K=3 accuracy 0.5626609475229927
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 C45 - accuracy 0.5254065229152175
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=0.001 accuracy 0.531484272354896
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=0.01 accuracy 0.531484272354896
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=0.1 accuracy 0.5409931215704461
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=1.0 accuracy 0.5760874101553441
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=10.0 accuracy 0.6011036401576628
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=100 accuracy 0.576797472756782
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9334155363748459 SVM C=1000 accuracy 0.5647778035396861
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 NB - accuracy 0.6061663084149351
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 KNN K=3 accuracy 0.5674030730037417
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 C45 - accuracy 0.5436322745004378
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=0.001 accuracy 0.643802245044184
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=0.01 accuracy 0.643802245044184
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=0.1 accuracy 0.643802245044184
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=1.0 accuracy 0.6441796035347501
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=10.0 accuracy 0.6331613725021892
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=100 accuracy 0.5646930976833054
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=1000 accuracy 0.5427903829312951
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 NB - accuracy 0.35938241452779884
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 KNN K=3 accuracy 0.5584494904488961
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 C45 - accuracy 0.5030460851293223
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=0.001 accuracy 0.5613321121709189
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=0.01 accuracy 0.5613321121709189
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=0.1 accuracy 0.6042512404149754
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=1.0 accuracy 0.6321285997704361
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=10.0 accuracy 0.6328068399763834
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=100 accuracy 0.6048744366334055
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=1000 accuracy 0.5526658928970887
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 NB - accuracy 0.3378505305938135
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 KNN K=3 accuracy 0.4808217054263566
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 C45 - accuracy 0.4569313991119139
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=0.001 accuracy 0.548574922856928
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=0.01 accuracy 0.548574922856928
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=0.1 accuracy 0.548574922856928
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=1.0 accuracy 0.5500679611650485
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=10.0 accuracy 0.5533248664107775
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=100 accuracy 0.5371117633777377
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=1000 accuracy 0.4952881387822682
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 LR - root_mean_squared_error 17.137375740279822
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 KNN K=3 root_mean_squared_error 15.548765889854806
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 M5 - root_mean_squared_error 23.15699719849906
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 LR - root_mean_squared_error 20.248200297474998
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 KNN K=3 root_mean_squared_error 23.124514190504733
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 M5 - root_mean_squared_error 29.308231539919788
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 LR - root_mean_squared_error 29.71576151502011
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 KNN K=3 root_mean_squared_error 16.260883243668104
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 M5 - root_mean_squared_error 19.97614464907088
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 LR - root_mean_squared_error 65.32479793694793
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 KNN K=3 root_mean_squared_error 77.03475634110575
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 M5 - root_mean_squared_error 95.77287885220552
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 LR - root_mean_squared_error 35.719811163731976
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 KNN K=3 root_mean_squared_error 39.52644395082992
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 M5 - root_mean_squared_error 51.50485739064722
models\model_horizontal\vectors_100_cosine_2_1 Regression Cities 0.9985214391325776 LR - root_mean_squared_error 20.725224248120448
models\model_horizontal\vectors_100_cosine_2_1 Regression Cities 0.9985214391325776 KNN K=3 root_mean_squared_error 19.909803721579355
models\model_horizontal\vectors_100_cosine_2_1 Regression Cities 0.9985214391325776 M5 - root_mean_squared_error 27.493142003255322
models\model_horizontal\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9334155363748459 LR - root_mean_squared_error 23.8469576279224
models\model_horizontal\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9334155363748459 KNN K=3 root_mean_squared_error 25.694095536951373
models\model_horizontal\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9334155363748459 M5 - root_mean_squared_error 32.12570163584236
models\model_horizontal\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.6415018167137666 LR - root_mean_squared_error 14.823826276127765
models\model_horizontal\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.6415018167137666 KNN K=3 root_mean_squared_error 16.109281287704157
models\model_horizontal\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.6415018167137666 M5 - root_mean_squared_error 19.722488582548465
models\model_horizontal\vectors_100_cosine_2_1 Regression AAUP 0.9983779399837794 LR - root_mean_squared_error 78.36304048870164
models\model_horizontal\vectors_100_cosine_2_1 Regression AAUP 0.9983779399837794 KNN K=3 root_mean_squared_error 79.48053298437222
models\model_horizontal\vectors_100_cosine_2_1 Regression AAUP 0.9983779399837794 M5 - root_mean_squared_error 105.10967481555811
models\model_horizontal\vectors_100_cosine_2_1 Regression Forbes 0.9565943238731218 LR - root_mean_squared_error 50.92810855601276
models\model_horizontal\vectors_100_cosine_2_1 Regression Forbes 0.9565943238731218 KNN K=3 root_mean_squared_error 53.382191869262826
models\model_horizontal\vectors_100_cosine_2_1 Regression Forbes 0.9565943238731218 M5 - root_mean_squared_error 74.18718207285058
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine adjusted_rand_index 0.05822339121650799
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine adjusted_mutual_info_score 0.019251205211166002
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine homogeneity_score 0.023471898044797
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine completeness_score 0.043897641585612
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine v_measure_score 0.03058833334344
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine normalized_mutual_info_score 0.03058833334344
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 DBSCAN metric=cosine clustering_accuracy 0.774995528527991
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.042136740964068
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.162045395385205
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.21028720321388603
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.13195668401900398
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.162158057822972
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.162158057822972
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.5781613307100699
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.045202485196997995
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.17040730208629198
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.22121410503220604
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.138726948977299
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.170518797564289
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.170518797564289
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.581649078876766
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.044796734702324995
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.161985903219934
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.21039060082429997
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.13183716062875803
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.162098476861637
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.162098476861637
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415309 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.580665355034877
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine adjusted_rand_index -0.006390177640978
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine adjusted_mutual_info_score 0.005701148487208
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine homogeneity_score 0.046463155483237005
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine completeness_score 0.053661325348724004
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine v_measure_score 0.049803494258288
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine normalized_mutual_info_score 0.049803494258288
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine clustering_accuracy 0.48526703499079205
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.277041846446463
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.253875198311752
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.281002076506838
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.231899836178133
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.254100575162704
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.254100575162704
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.7364180478821359
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.27632859457271997
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.20437374798278898
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.23097422596260603
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.183646461942421
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.20460917959616198
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.20460917959616198
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.735957642725598
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.228375961679972
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.248648160351363
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.25765541622808197
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.240702524492798
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.248890622854857
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.248890622854857
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.7127071823204421
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine adjusted_rand_index 0.20677044516593698
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine adjusted_mutual_info_score 0.247746205749374
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine homogeneity_score 0.24149631811431602
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine completeness_score 0.346349846558719
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine v_measure_score 0.284571773194817
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine normalized_mutual_info_score 0.284571773194817
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine clustering_accuracy 0.5008651879817521
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" adjusted_rand_index 0.612363319230796
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" adjusted_mutual_info_score 0.644509467466975
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" homogeneity_score 0.6842653722922329
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" completeness_score 0.609768935318119
