task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,-0.073684210526316,0.677108238647899
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.189473684210526,0.259839989318916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,-0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.263157894736842,0.112604127064797
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.105263157894737,0.542422144891093
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.273684210526316,0.098330218734756
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.378947368421053,0.019784403106244
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.442105263157895,0.005923797271372
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,-0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.410526315789474,0.011101359934968
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.2,0.233266557107126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.042105263157895,0.822682885442167
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.189473684210526,0.259839989318916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,-0.210526315789474,0.208628397813867
