task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.431578947368421,0.007345988192889
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.0,1.0
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.368421052631579,0.023734495644952
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.389473684210526,0.016406081268887
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,0.178947368421053,0.288378196376409
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.31578947368421,0.054753545747263
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.473684210526316,0.002994359116817
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.189473684210526,0.259839989318916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.273684210526316,0.098330218734756
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.736842105263158,5.0892793e-07
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.536842105263158,0.000638160515783
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.273684210526316,0.098330218734756
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.336842105263158,0.039762136700688
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,-0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.010526315789474,0.974466902938874
