test_name task_name gold_standard_file coverage model model_configuration metric score_value
models\model_minedgecut100\vectors_aligned0_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.4015037593984962
models\model_minedgecut100\vectors_aligned73_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.400501253132832
models\model_minedgecut100\vectors_nd_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.426065162907268
models\model_horizontal\vectors_nd_100_cosine_2_2 EntityRelatedness KORE 1.0 - - kendalltau_correlation 0.14887218045112788
models\model_complete_nq\vectors_100_cosine_2_1 EntityRelatedness KORE 1.0 - - kendalltau_correlation 0.518295739348371
models\model_horizontal\vectors_aligned8_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.401002506265664
models\model_minedgecut\vectors_aligned0_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.401002506265664
models\model_horizontal\vectors_aligned0_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.401002506265664
models\model_horizontal\vectors_aligned1_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.401002506265664
models\model_complete\vectors_100_cosine_2_1 EntityRelatedness KORE 1.0 - - kendalltau_correlation 0.5298245614035089
models\model_minedgecut\vectors_nd_100_cosine_2_2 EntityRelatedness KORE 1.0 - - kendalltau_correlation 0.2245614035087719
models\model_horizontal100\vectors_aligned88_filtered_100_cosine_2_1 EntityRelatedness KORE 1.0 - - kendalltau_correlation 0.2416040100250627
models\model_horizontal100\vectors_nd_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.3999999999999999
models\model_horizontal100\vectors_aligned0_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.3999999999999999
models\model_minedgecut\vectors_aligned3_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.401002506265664
models\model_horizontal100\vectors_aligned95_filtered_100_cosine_2_1 EntityRelatedness KORE 0.19047619047619047 - - kendalltau_correlation -0.400501253132832
models\model_minedgecut\vectors_aligned2_filtered_100_cosine_2_1 EntityRelatedness KORE 1.0 - - kendalltau_correlation 0.27067669172932324
